sample_id,label,stamp_sec,stamp_nanosec,center_x,center_y,image_width,image_height,offset_x,offset_y,h,s,v
5,green,1788789462,376812436,342,166,640,480,-3,5,84,245,106
5,green,1788789462,376812436,342,166,640,480,-2,5,84,250,104
5,green,1788789462,376812436,342,166,640,480,-1,5,84,248,105
5,green,1788789462,376812436,342,166,640,480,0,5,84,234,108
5,green,1788789462,376812436,342,166,640,480,1,5,84,227,111
5,green,1788789462,376812436,342,166,640,480,2,5,84,245,101
5,green,1788789462,376812436,342,166,640,480,3,5,84,243,102
5,green,1788789462,376812436,342,166,640,480,4,5,84,240,103
5,green,1788789462,376812436,342,166,640,480,5,5,84,238,104
6,green,1788789463,377713845,380,111,640,480,-5,-5,83,123,108
6,green,1788789463,377713845,380,111,640,480,-4,-5,83,116,114
6,green,1788789463,377713845,380,111,640,480,-3,-5,83,121,114
6,green,1788789463,377713845,380,111,640,480,-2,-5,83,123,108
6,green,1788789463,377713845,380,111,640,480,-1,-5,83,141,98
6,green,1788789463,377713845,380,111,640,480,0,-5,83,162,85
6,green,1788789463,377713845,380,111,640,480,1,-5,83,184,75
6,green,1788789463,377713845,380,111,640,480,2,-5,83,191,72
6,green,1788789463,377713845,380,111,640,480,3,-5,82,184,72
6,green,1788789463,377713845,380,111,640,480,4,-5,81,200,65
6,green,1788789463,377713845,380,111,640,480,5,-5,80,194,67
6,green,1788789463,377713845,380,111,640,480,-5,-4,83,123,108
6,green,1788789463,377713845,380,111,640,480,-4,-4,83,118,112
6,green,1788789463,377713845,380,111,640,480,-3,-4,83,119,111
6,green,1788789463,377713845,380,111,640,480,-2,-4,83,124,107
6,green,1788789463,377713845,380,111,640,480,-1,-4,83,135,98
6,green,1788789463,377713845,380,111,640,480,0,-4,83,151,88
6,green,1788789463,377713845,380,111,640,480,1,-4,83,166,80
6,green,1788789463,377713845,380,111,640,480,2,-4,83,174,76
6,green,1788789463,377713845,380,111,640,480,3,-4,82,174,76
6,green,1788789463,377713845,380,111,640,480,4,-4,81,199,68
6,green,1788789463,377713845,380,111,640,480,5,-4,80,193,70
6,green,1788789463,377713845,380,111,640,480,-5,-3,83,123,104
6,green,1788789463,377713845,380,111,640,480,-4,-3,83,120,106
6,green,1788789463,377713845,380,111,640,480,-3,-3,83,120,106
6,green,1788789463,377713845,380,111,640,480,-2,-3,83,123,104
6,green,1788789463,377713845,380,111,640,480,-1,-3,83,129,99
6,green,1788789463,377713845,380,111,640,480,0,-3,83,140,91
6,green,1788789463,377713845,380,111,640,480,1,-3,83,152,84
6,green,1788789463,377713845,380,111,640,480,2,-3,83,161,79
6,green,1788789463,377713845,380,111,640,480,3,-3,82,170,78
6,green,1788789463,377713845,380,111,640,480,4,-3,81,189,73
6,green,1788789463,377713845,380,111,640,480,5,-3,80,185,76
6,green,1788789463,377713845,380,111,640,480,-5,-2,83,124,103
6,green,1788789463,377713845,380,111,640,480,-4,-2,83,124,103
6,green,1788789463,377713845,380,111,640,480,-3,-2,83,123,104
6,green,1788789463,377713845,380,111,640,480,-2,-2,83,121,105
6,green,1788789463,377713845,380,111,640,480,-1,-2,83,124,103
6,green,1788789463,377713845,380,111,640,480,0,-2,83,131,97
6,green,1788789463,377713845,380,111,640,480,1,-2,83,143,89
6,green,1788789463,377713845,380,111,640,480,2,-2,83,157,81
6,green,1788789463,377713845,380,111,640,480,3,-2,82,172,77
6,green,1788789463,377713845,380,111,640,480,4,-2,81,177,78
6,green,1788789463,377713845,380,111,640,480,5,-2,80,186,81
6,green,1788789463,377713845,380,111,640,480,-5,-1,83,118,108
6,green,1788789463,377713845,380,111,640,480,-4,-1,84,115,104
6,green,1788789463,377713845,380,111,640,480,-3,-1,84,113,106
6,green,1788789463,377713845,380,111,640,480,-2,-1,84,111,108
6,green,1788789463,377713845,380,111,640,480,-1,-1,84,111,108
6,green,1788789463,377713845,380,111,640,480,0,-1,84,118,102
6,green,1788789463,377713845,380,111,640,480,1,-1,84,130,92
6,green,1788789463,377713845,380,111,640,480,2,-1,84,150,80
6,green,1788789463,377713845,380,111,640,480,3,-1,83,175,73
6,green,1788789463,377713845,380,111,640,480,4,-1,80,177,82
6,green,1788789463,377713845,380,111,640,480,5,-1,79,188,84
6,green,1788789463,377713845,380,111,640,480,-5,0,83,111,115
6,green,1788789463,377713845,380,111,640,480,-4,0,84,112,107
6,green,1788789463,377713845,380,111,640,480,-3,0,84,109,110
6,green,1788789463,377713845,380,111,640,480,-2,0,84,106,113
6,green,1788789463,377713845,380,111,640,480,-1,0,83,107,114
6,green,1788789463,377713845,380,111,640,480,0,0,84,113,106
6,green,1788789463,377713845,380,111,640,480,1,0,83,129,95
6,green,1788789463,377713845,380,111,640,480,2,0,83,148,79
6,green,1788789463,377713845,380,111,640,480,3,0,83,172,71
6,green,1788789463,377713845,380,111,640,480,4,0,80,169,83
6,green,1788789463,377713845,380,111,640,480,5,0,79,178,83
6,green,1788789463,377713845,380,111,640,480,-5,1,83,117,113
6,green,1788789463,377713845,380,111,640,480,-4,1,83,112,114
6,green,1788789463,377713845,380,111,640,480,-3,1,83,113,113
6,green,1788789463,377713845,380,111,640,480,-2,1,83,110,111
6,green,1788789463,377713845,380,111,640,480,-1,1,81,112,109
6,green,1788789463,377713845,380,111,640,480,0,1,83,117,105
6,green,1788789463,377713845,380,111,640,480,1,1,81,126,97
6,green,1788789463,377713845,380,111,640,480,2,1,83,140,84
6,green,1788789463,377713845,380,111,640,480,3,1,82,156,75
6,green,1788789463,377713845,380,111,640,480,4,1,80,153,80
6,green,1788789463,377713845,380,111,640,480,5,1,80,171,76
6,green,1788789463,377713845,380,111,640,480,-5,2,83,116,114
6,green,1788789463,377713845,380,111,640,480,-4,2,83,110,116
6,green,1788789463,377713845,380,111,640,480,-3,2,83,112,114
6,green,1788789463,377713845,380,111,640,480,-2,2,81,109,112
6,green,1788789463,377713845,380,111,640,480,-1,2,81,115,106
6,green,1788789463,377713845,380,111,640,480,0,2,81,124,99
6,green,1788789463,377713845,380,111,640,480,1,2,81,138,89
6,green,1788789463,377713845,380,111,640,480,2,2,82,147,80
6,green,1788789463,377713845,380,111,640,480,3,2,82,156,75
6,green,1788789463,377713845,380,111,640,480,4,2,80,156,77
6,green,1788789463,377713845,380,111,640,480,5,2,80,162,74
6,green,1788789463,377713845,380,111,640,480,-5,3,83,115,115
6,green,1788789463,377713845,380,111,640,480,-4,3,83,109,117
6,green,1788789463,377713845,380,111,640,480,-3,3,83,110,116
6,green,1788789463,377713845,380,111,640,480,-2,3,81,115,113
6,green,1788789463,377713845,380,111,640,480,-1,3,81,126,103
6,green,1788789463,377713845,380,111,640,480,0,3,81,136,90
6,green,1788789463,377713845,380,111,640,480,1,3,81,151,81
6,green,1788789463,377713845,380,111,640,480,2,3,81,157,78
6,green,1788789463,377713845,380,111,640,480,3,3,81,157,78
6,green,1788789463,377713845,380,111,640,480,4,3,80,164,73
6,green,1788789463,377713845,380,111,640,480,5,3,80,166,72
6,green,1788789463,377713845,380,111,640,480,-5,4,83,115,115
6,green,1788789463,377713845,380,111,640,480,-4,4,83,110,116
6,green,1788789463,377713845,380,111,640,480,-3,4,83,109,117
6,green,1788789463,377713845,380,111,640,480,-2,4,81,115,113
6,green,1788789463,377713845,380,111,640,480,-1,4,81,130,100
6,green,1788789463,377713845,380,111,640,480,0,4,81,146,84
6,green,1788789463,377713845,380,111,640,480,1,4,81,163,75
6,green,1788789463,377713845,380,111,640,480,2,4,81,159,77
6,green,1788789463,377713845,380,111,640,480,3,4,81,147,83
6,green,1788789463,377713845,380,111,640,480,4,4,80,171,70
6,green,1788789463,377713845,380,111,640,480,5,4,80,169,71
6,green,1788789463,377713845,380,111,640,480,-5,5,83,120,115
6,green,1788789463,377713845,380,111,640,480,-4,5,82,116,114
6,green,1788789463,377713845,380,111,640,480,-3,5,82,114,116
6,green,1788789463,377713845,380,111,640,480,-2,5,81,116,112
6,green,1788789463,377713845,380,111,640,480,-1,5,81,131,99
6,green,1788789463,377713845,380,111,640,480,0,5,81,155,84
6,green,1788789463,377713845,380,111,640,480,1,5,81,171,76
6,green,1788789463,377713845,380,111,640,480,2,5,81,155,79
6,green,1788789463,377713845,380,111,640,480,3,5,81,142,86
6,green,1788789463,377713845,380,111,640,480,4,5,80,177,69
6,green,1788789463,377713845,380,111,640,480,5,5,80,170,72
7,green,1788789463,628061863,389,146,640,480,-5,-5,81,184,79
7,green,1788789463,628061863,389,146,640,480,-4,-5,80,167,84
7,green,1788789463,628061863,389,146,640,480,-3,-5,80,158,89
7,green,1788789463,628061863,389,146,640,480,-2,-5,80,159,88
7,green,1788789463,628061863,389,146,640,480,-1,-5,80,167,81
7,green,1788789463,628061863,389,146,640,480,0,-5,80,173,75
7,green,1788789463,628061863,389,146,640,480,1,-5,80,178,73
7,green,1788789463,628061863,389,146,640,480,2,-5,80,168,73
7,green,1788789463,628061863,389,146,640,480,3,-5,80,176,68
7,green,1788789463,628061863,389,146,640,480,4,-5,80,167,67
7,green,1788789463,628061863,389,146,640,480,5,-5,80,162,66
7,green,1788789463,628061863,389,146,640,480,-5,-4,81,198,76
7,green,1788789463,628061863,389,146,640,480,-4,-4,80,182,80
7,green,1788789463,628061863,389,146,640,480,-3,-4,80,169,86
7,green,1788789463,628061863,389,146,640,480,-2,-4,80,161,87
7,green,1788789463,628061863,389,146,640,480,-1,-4,80,169,83
7,green,1788789463,628061863,389,146,640,480,0,-4,80,173,78
7,green,1788789463,628061863,389,146,640,480,1,-4,80,171,76
7,green,1788789463,628061863,389,146,640,480,2,-4,80,161,76
7,green,1788789463,628061863,389,146,640,480,3,-4,80,162,74
7,green,1788789463,628061863,389,146,640,480,4,-4,80,154,73
7,green,1788789463,628061863,389,146,640,480,5,-4,80,149,72
7,green,1788789463,628061863,389,146,640,480,-5,-3,82,221,74
7,green,1788789463,628061863,389,146,640,480,-4,-3,81,205,81
7,green,1788789463,628061863,389,146,640,480,-3,-3,81,185,87
7,green,1788789463,628061863,389,146,640,480,-2,-3,81,179,87
7,green,1788789463,628061863,389,146,640,480,-1,-3,81,185,84
7,green,1788789463,628061863,389,146,640,480,0,-3,81,186,81
7,green,1788789463,628061863,389,146,640,480,1,-3,81,182,80
7,green,1788789463,628061863,389,146,640,480,2,-3,81,167,81
7,green,1788789463,628061863,389,146,640,480,3,-3,81,163,80
7,green,1788789463,628061863,389,146,640,480,4,-3,80,155,79
7,green,1788789463,628061863,389,146,640,480,5,-3,80,152,79
7,green,1788789463,628061863,389,146,640,480,-5,-2,82,242,79
7,green,1788789463,628061863,389,146,640,480,-4,-2,82,233,82
7,green,1788789463,628061863,389,146,640,480,-3,-2,82,219,85
7,green,1788789463,628061863,389,146,640,480,-2,-2,82,214,87
7,green,1788789463,628061863,389,146,640,480,-1,-2,82,206,88
7,green,1788789463,628061863,389,146,640,480,0,-2,82,198,89
7,green,1788789463,628061863,389,146,640,480,1,-2,82,183,89
7,green,1788789463,628061863,389,146,640,480,2,-2,82,173,90
7,green,1788789463,628061863,389,146,640,480,3,-2,82,174,85
7,green,1788789463,628061863,389,146,640,480,4,-2,81,171,85
7,green,1788789463,628061863,389,146,640,480,5,-2,81,159,85
7,green,1788789463,628061863,389,146,640,480,-5,-1,83,252,80
7,green,1788789463,628061863,389,146,640,480,-4,-1,83,246,84
7,green,1788789463,628061863,389,146,640,480,-3,-1,83,229,88
7,green,1788789463,628061863,389,146,640,480,-2,-1,83,226,89
7,green,1788789463,628061863,389,146,640,480,-1,-1,83,219,86
7,green,1788789463,628061863,389,146,640,480,0,-1,83,216,86
7,green,1788789463,628061863,389,146,640,480,1,-1,82,200,88
7,green,1788789463,628061863,389,146,640,480,2,-1,83,183,89
7,green,1788789463,628061863,389,146,640,480,3,-1,82,178,90
7,green,1788789463,628061863,389,146,640,480,4,-1,82,172,86
7,green,1788789463,628061863,389,146,640,480,5,-1,81,173,84
7,green,1788789463,628061863,389,146,640,480,-5,0,83,255,79
7,green,1788789463,628061863,389,146,640,480,-4,0,83,243,85
7,green,1788789463,628061863,389,146,640,480,-3,0,83,224,90
7,green,1788789463,628061863,389,146,640,480,-2,0,83,226,89
7,green,1788789463,628061863,389,146,640,480,-1,0,83,227,83
7,green,1788789463,628061863,389,146,640,480,0,0,83,230,81
7,green,1788789463,628061863,389,146,640,480,1,0,82,218,83
7,green,1788789463,628061863,389,146,640,480,2,0,82,196,87
7,green,1788789463,628061863,389,146,640,480,3,0,82,175,92
7,green,1788789463,628061863,389,146,640,480,4,0,82,170,87
7,green,1788789463,628061863,389,146,640,480,5,0,81,177,82
7,green,1788789463,628061863,389,146,640,480,-5,1,83,252,80
7,green,1788789463,628061863,389,146,640,480,-4,1,83,240,86
7,green,1788789463,628061863,389,146,640,480,-3,1,83,221,91
7,green,1788789463,628061863,389,146,640,480,-2,1,83,226,89
7,green,1788789463,628061863,389,146,640,480,-1,1,83,233,81
7,green,1788789463,628061863,389,146,640,480,0,1,83,242,77
7,green,1788789463,628061863,389,146,640,480,1,1,82,226,80
7,green,1788789463,628061863,389,146,640,480,2,1,82,203,84
7,green,1788789463,628061863,389,146,640,480,3,1,82,178,90
7,green,1788789463,628061863,389,146,640,480,4,1,82,179,87
7,green,1788789463,628061863,389,146,640,480,5,1,81,177,82
7,green,1788789463,628061863,389,146,640,480,-5,2,83,240,84
7,green,1788789463,628061863,389,146,640,480,-4,2,83,235,88
7,green,1788789463,628061863,389,146,640,480,-3,2,83,219,92
7,green,1788789463,628061863,389,146,640,480,-2,2,83,226,89
7,green,1788789463,628061863,389,146,640,480,-1,2,83,233,81
7,green,1788789463,628061863,389,146,640,480,0,2,83,239,78
7,green,1788789463,628061863,389,146,640,480,1,2,82,229,79
7,green,1788789463,628061863,389,146,640,480,2,2,82,211,81
7,green,1788789463,628061863,389,146,640,480,3,2,82,190,86
7,green,1788789463,628061863,389,146,640,480,4,2,82,185,84
7,green,1788789463,628061863,389,146,640,480,5,2,81,177,82
7,green,1788789463,628061863,389,146,640,480,-5,3,83,226,89
7,green,1788789463,628061863,389,146,640,480,-4,3,83,229,90
7,green,1788789463,628061863,389,146,640,480,-3,3,83,221,91
7,green,1788789463,628061863,389,146,640,480,-2,3,83,221,89
7,green,1788789463,628061863,389,146,640,480,-1,3,83,222,85
7,green,1788789463,628061863,389,146,640,480,0,3,83,227,82
7,green,1788789463,628061863,389,146,640,480,1,3,82,224,81
7,green,1788789463,628061863,389,146,640,480,2,3,82,214,80
7,green,1788789463,628061863,389,146,640,480,3,3,82,197,83
7,green,1788789463,628061863,389,146,640,480,4,3,82,191,84
7,green,1788789463,628061863,389,146,640,480,5,3,81,181,83
7,green,1788789463,628061863,389,146,640,480,-5,4,83,214,94
7,green,1788789463,628061863,389,146,640,480,-4,4,83,219,92
7,green,1788789463,628061863,389,146,640,480,-3,4,83,221,89
7,green,1788789463,628061863,389,146,640,480,-2,4,83,218,90
7,green,1788789463,628061863,389,146,640,480,-1,4,83,212,89
7,green,1788789463,628061863,389,146,640,480,0,4,83,212,88
7,green,1788789463,628061863,389,146,640,480,1,4,82,216,84
7,green,1788789463,628061863,389,146,640,480,2,4,82,214,80
7,green,1788789463,628061863,389,146,640,480,3,4,82,192,85
7,green,1788789463,628061863,389,146,640,480,4,4,82,191,84
7,green,1788789463,628061863,389,146,640,480,5,4,81,190,82
7,green,1788789463,628061863,389,146,640,480,-5,5,83,208,97
7,green,1788789463,628061863,389,146,640,480,-4,5,83,217,93
7,green,1788789463,628061863,389,146,640,480,-3,5,83,221,89
7,green,1788789463,628061863,389,146,640,480,-2,5,83,218,90
7,green,1788789463,628061863,389,146,640,480,-1,5,83,205,92
7,green,1788789463,628061863,389,146,640,480,0,5,83,202,92
7,green,1788789463,628061863,389,146,640,480,1,5,82,211,86
7,green,1788789463,628061863,389,146,640,480,2,5,82,217,81
7,green,1788789463,628061863,389,146,640,480,3,5,82,194,88
7,green,1788789463,628061863,389,146,640,480,4,5,82,192,85
7,green,1788789463,628061863,389,146,640,480,5,5,81,198,81
8,green,1788789464,627637902,393,173,640,480,-5,-5,81,191,92
8,green,1788789464,627637902,393,173,640,480,-4,-5,81,195,90
8,green,1788789464,627637902,393,173,640,480,-3,-5,81,202,87
8,green,1788789464,627637902,393,173,640,480,-2,-5,81,207,85
8,green,1788789464,627637902,393,173,640,480,-1,-5,81,183,95
8,green,1788789464,627637902,393,173,640,480,0,-5,81,188,92
8,green,1788789464,627637902,393,173,640,480,1,-5,81,191,87
8,green,1788789464,627637902,393,173,640,480,2,-5,81,202,82
8,green,1788789464,627637902,393,173,640,480,3,-5,81,207,80
8,green,1788789464,627637902,393,173,640,480,4,-5,81,207,80
8,green,1788789464,627637902,393,173,640,480,5,-5,81,198,81
8,green,1788789464,627637902,393,173,640,480,-5,-4,81,193,91
8,green,1788789464,627637902,393,173,640,480,-4,-4,81,198,89
8,green,1788789464,627637902,393,173,640,480,-3,-4,81,205,86
8,green,1788789464,627637902,393,173,640,480,-2,-4,81,207,85
8,green,1788789464,627637902,393,173,640,480,-1,-4,81,193,90
8,green,1788789464,627637902,393,173,640,480,0,-4,81,197,88
8,green,1788789464,627637902,393,173,640,480,1,-4,81,202,82
8,green,1788789464,627637902,393,173,640,480,2,-4,81,213,78
8,green,1788789464,627637902,393,173,640,480,3,-4,81,218,76
8,green,1788789464,627637902,393,173,640,480,4,-4,81,215,77
8,green,1788789464,627637902,393,173,640,480,5,-4,81,209,77
8,green,1788789464,627637902,393,173,640,480,-5,-3,81,193,90
8,green,1788789464,627637902,393,173,640,480,-4,-3,81,197,88
8,green,1788789464,627637902,393,173,640,480,-3,-3,81,204,85
8,green,1788789464,627637902,393,173,640,480,-2,-3,81,206,84
8,green,1788789464,627637902,393,173,640,480,-1,-3,81,191,87
8,green,1788789464,627637902,393,173,640,480,0,-3,81,195,85
8,green,1788789464,627637902,393,173,640,480,1,-3,81,201,80
8,green,1788789464,627637902,393,173,640,480,2,-3,81,209,77
8,green,1788789464,627637902,393,173,640,480,3,-3,81,214,75
8,green,1788789464,627637902,393,173,640,480,4,-3,81,214,75
8,green,1788789464,627637902,393,173,640,480,5,-3,81,207,75
8,green,1788789464,627637902,393,173,640,480,-5,-2,81,195,89
8,green,1788789464,627637902,393,173,640,480,-4,-2,81,199,87
8,green,1788789464,627637902,393,173,640,480,-3,-2,81,204,85
8,green,1788789464,627637902,393,173,640,480,-2,-2,81,206,84
8,green,1788789464,627637902,393,173,640,480,-1,-2,81,186,89
8,green,1788789464,627637902,393,173,640,480,0,-2,81,191,87
8,green,1788789464,627637902,393,173,640,480,1,-2,81,194,83
8,green,1788789464,627637902,393,173,640,480,2,-2,81,198,81
8,green,1788789464,627637902,393,173,640,480,3,-2,81,203,79
8,green,1788789464,627637902,393,173,640,480,4,-2,81,203,79
8,green,1788789464,627637902,393,173,640,480,5,-2,81,197,79
8,green,1788789464,627637902,393,173,640,480,-5,-1,81,195,89
8,green,1788789464,627637902,393,173,640,480,-4,-1,81,199,87
8,green,1788789464,627637902,393,173,640,480,-3,-1,81,197,84
8,green,1788789464,627637902,393,173,640,480,-2,-1,81,200,83
8,green,1788789464,627637902,393,173,640,480,-1,-1,81,181,89
8,green,1788789464,627637902,393,173,640,480,0,-1,81,185,87
8,green,1788789464,627637902,393,173,640,480,1,-1,81,189,85
8,green,1788789464,627637902,393,173,640,480,2,-1,81,194,83
8,green,1788789464,627637902,393,173,640,480,3,-1,81,194,80
8,green,1788789464,627637902,393,173,640,480,4,-1,81,194,80
8,green,1788789464,627637902,393,173,640,480,5,-1,81,192,81
8,green,1788789464,627637902,393,173,640,480,-5,0,81,195,89
8,green,1788789464,627637902,393,173,640,480,-4,0,81,199,87
8,green,1788789464,627637902,393,173,640,480,-3,0,81,195,85
8,green,1788789464,627637902,393,173,640,480,-2,0,81,197,84
8,green,1788789464,627637902,393,173,640,480,-1,0,81,189,85
8,green,1788789464,627637902,393,173,640,480,0,0,81,191,84
8,green,1788789464,627637902,393,173,640,480,1,0,81,194,83
8,green,1788789464,627637902,393,173,640,480,2,0,81,198,81
8,green,1788789464,627637902,393,173,640,480,3,0,81,197,79
8,green,1788789464,627637902,393,173,640,480,4,0,81,197,79
8,green,1788789464,627637902,393,173,640,480,5,0,81,197,79
8,green,1788789464,627637902,393,173,640,480,-5,1,81,193,90
8,green,1788789464,627637902,393,173,640,480,-4,1,81,197,88
8,green,1788789464,627637902,393,173,640,480,-3,1,81,193,86
8,green,1788789464,627637902,393,173,640,480,-2,1,81,193,86
8,green,1788789464,627637902,393,173,640,480,-1,1,81,194,83
